time,open,high,low,close,volume
2026-08-04T01:30:00+00:00,1.1087,1.109,1.1066,1.1086,1000
2026-08-04T01:45:00+00:00,1.1088,1.109,1.1085,1.1089,1000
2026-08-04T02:00:00+00:00,1.1089,1.1132,1.1088,1.113,1000
2026-08-04T02:15:00+00:00,1.1116,1.1136,1.1114,1.1132,1000
2026-08-04T02:30:00+00:00,1.1132,1.1134,1.1102,1.1108,1000
2026-08-04T02:45:00+00:00,1.1108,1.1122,1.1105,1.112,1000
2026-08-04T03:00:00+00:00,1.112,1.1142,1.1116,1.114,1000
2026-08-04T03:15:00+00:00,1.114,1.115,1.1136,1.1144,1000
2026-08-04T03:30:00+00:00,1.1144,1.1146,1.113,1.1134,1000
2026-08-04T03:45:00+00:00,1.1134,1.1138000000000001,1.1124,1.1128,1000
2026-08-04T04:00:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T04:15:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T04:30:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T04:45:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T05:00:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T05:15:00+00:00,1.1128,1.1132,1.1124,1.1128,1000
2026-08-04T05:30:00+00:00,1.123,1.1236,1.1226,1.1234,1000
2026-08-04T05:45:00+00:00,1.1234,1.1252,1.1232,1.125,1000
2026-08-04T06:00:00+00:00,1.125,1.1280000000000001,1.1247,1.1276,1000
2026-08-04T06:15:00+00:00,1.1276,1.1278000000000001,1.1256,1.1260000000000001,1000
2026-08-04T06:30:00+00:00,1.1260000000000001,1.1264,1.1242,1.1246,1000
2026-08-04T06:45:00+00:00,1.1246,1.1266,1.1244,1.1264,1000
2026-08-04T07:00:00+00:00,1.1264,1.1266,1.1238000000000001,1.124,1000
2026-08-04T07:15:00+00:00,1.124,1.1244,1.1224,1.1228,1000
2026-08-04T07:30:00+00:00,1.1228,1.1232,1.122,1.1223,1000
2026-08-04T07:45:00+00:00,1.1223,1.1226,1.1218000000000001,1.1222,1000
2026-08-04T08:00:00+00:00,1.1222,1.1234,1.122,1.1232,1000
2026-08-04T08:15:00+00:00,1.1232,1.1236,1.1221,1.1224,1000
2026-08-04T08:30:00+00:00,1.1224,1.123,1.12205,1.1227,1000
2026-08-04T08:45:00+00:00,1.1227,1.123,1.1206,1.1226,1000
2026-08-04T09:00:00+00:00,1.1228,1.123,1.1225,1.1229,1000
2026-08-04T09:15:00+00:00,1.1229,1.1272,1.1228,1.127,1000
2026-08-04T09:30:00+00:00,1.1256,1.1260000000000001,1.125,1.1252,1000
2026-08-04T09:45:00+00:00,1.1252,1.1256,1.1232,1.1234,1000
2026-08-04T10:00:00+00:00,1.1234,1.1236,1.1206,1.1208,1000
2026-08-04T10:15:00+00:00,1.1208,1.121,1.1198000000000001,1.12,1000
2026-08-04T10:30:00+00:00,1.12,1.1204,1.1196,1.1201,1000
2026-08-04T10:45:00+00:00,1.1201,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T11:00:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T11:15:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T11:30:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T11:45:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T12:00:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T12:15:00+00:00,1.1202,1.1206,1.1198000000000001,1.1202,1000
2026-08-04T12:30:00+00:00,1.138,1.1385999999999998,1.1376,1.1383999999999999,1000
2026-08-04T12:45:00+00:00,1.1383999999999999,1.1401999999999999,1.1381999999999999,1.14,1000
2026-08-04T13:00:00+00:00,1.14,1.143,1.1397,1.1425999999999998,1000
2026-08-04T13:15:00+00:00,1.1425999999999998,1.1428,1.1405999999999998,1.141,1000
2026-08-04T13:30:00+00:00,1.141,1.1414,1.1392,1.1396,1000
2026-08-04T13:45:00+00:00,1.1396,1.1416,1.1394,1.1414,1000
2026-08-04T14:00:00+00:00,1.1414,1.1416,1.1388,1.139,1000
2026-08-04T14:15:00+00:00,1.139,1.1394,1.1374,1.1378,1000
2026-08-04T14:30:00+00:00,1.1378,1.1381999999999999,1.137,1.1373,1000
2026-08-04T14:45:00+00:00,1.1373,1.1376,1.1368,1.1372,1000
2026-08-04T15:00:00+00:00,1.1372,1.1383999999999999,1.137,1.1381999999999999,1000
2026-08-04T15:15:00+00:00,1.1381999999999999,1.1385999999999998,1.1371,1.1374,1000
2026-08-04T15:30:00+00:00,1.1374,1.138,1.13705,1.1377,1000
2026-08-04T15:45:00+00:00,1.1377,1.138,1.1356,1.1376,1000
2026-08-04T16:00:00+00:00,1.1378,1.138,1.1375,1.1379,1000
2026-08-04T16:15:00+00:00,1.1379,1.1421999999999999,1.1378,1.142,1000
2026-08-04T16:30:00+00:00,1.1405999999999998,1.1425999999999998,1.1403999999999999,1.1421999999999999,1000
2026-08-04T16:45:00+00:00,1.1421999999999999,1.1423999999999999,1.1392,1.1398,1000
2026-08-04T17:00:00+00:00,1.1398,1.1412,1.1395,1.141,1000
2026-08-04T17:15:00+00:00,1.141,1.1432,1.1405999999999998,1.143,1000
2026-08-04T17:30:00+00:00,1.143,1.144,1.1425999999999998,1.1434,1000
2026-08-04T17:45:00+00:00,1.1434,1.1436,1.142,1.1423999999999999,1000
2026-08-04T18:00:00+00:00,1.1423999999999999,1.1428,1.1414,1.1418,1000
2026-08-04T18:15:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T18:30:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T18:45:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T19:00:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T19:15:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T19:30:00+00:00,1.1418,1.1421999999999999,1.1414,1.1418,1000
2026-08-04T19:45:00+00:00,1.152,1.1525999999999998,1.1516,1.1523999999999999,1000
2026-08-04T20:00:00+00:00,1.1523999999999999,1.1542,1.1522,1.154,1000
2026-08-04T20:15:00+00:00,1.154,1.157,1.1537,1.1565999999999999,1000
2026-08-04T20:30:00+00:00,1.1565999999999999,1.1568,1.1545999999999998,1.155,1000
2026-08-04T20:45:00+00:00,1.155,1.1554,1.1532,1.1536,1000
2026-08-04T21:00:00+00:00,1.1536,1.1556,1.1534,1.1554,1000
2026-08-04T21:15:00+00:00,1.1554,1.1556,1.1528,1.153,1000
2026-08-04T21:30:00+00:00,1.153,1.1534,1.1514,1.1518,1000
2026-08-04T21:45:00+00:00,1.1518,1.1522,1.151,1.1513,1000
2026-08-04T22:00:00+00:00,1.1513,1.1516,1.1508,1.1512,1000
2026-08-04T22:15:00+00:00,1.1512,1.1523999999999999,1.151,1.1522,1000
2026-08-04T22:30:00+00:00,1.1522,1.1525999999999998,1.1511,1.1514,1000
2026-08-04T22:45:00+00:00,1.1514,1.152,1.15105,1.1517,1000
2026-08-04T23:00:00+00:00,1.1517,1.152,1.1496,1.1516,1000
2026-08-04T23:15:00+00:00,1.1518,1.152,1.1515,1.1519,1000
2026-08-04T23:30:00+00:00,1.1519,1.1562,1.1518,1.156,1000
2026-08-04T23:45:00+00:00,1.1545999999999998,1.155,1.154,1.1542,1000
2026-08-05T00:00:00+00:00,1.1542,1.1545999999999998,1.1522,1.1523999999999999,1000
2026-08-05T00:15:00+00:00,1.1523999999999999,1.1525999999999998,1.1496,1.1498,1000
2026-08-05T00:30:00+00:00,1.1498,1.15,1.1488,1.149,1000
2026-08-05T00:45:00+00:00,1.149,1.1494,1.1485999999999998,1.1491,1000
2026-08-05T01:00:00+00:00,1.1491,1.1496,1.1488,1.1492,1000
2026-08-05T01:15:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T01:30:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T01:45:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T02:00:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T02:15:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T02:30:00+00:00,1.1492,1.1496,1.1488,1.1492,1000
2026-08-05T02:45:00+00:00,1.167,1.1676,1.1666,1.1674,1000
2026-08-05T03:00:00+00:00,1.1674,1.1692,1.1672,1.169,1000
2026-08-05T03:15:00+00:00,1.169,1.1720000000000002,1.1687,1.1716,1000
2026-08-05T03:30:00+00:00,1.1716,1.1718000000000002,1.1696,1.1700000000000002,1000
2026-08-05T03:45:00+00:00,1.1700000000000002,1.1704,1.1682000000000001,1.1686,1000
2026-08-05T04:00:00+00:00,1.1686,1.1706,1.1684,1.1704,1000
2026-08-05T04:15:00+00:00,1.1704,1.1706,1.1678000000000002,1.1680000000000001,1000
2026-08-05T04:30:00+00:00,1.1680000000000001,1.1684,1.1664,1.1668,1000
2026-08-05T04:45:00+00:00,1.1668,1.1672,1.1660000000000001,1.1663000000000001,1000
2026-08-05T05:00:00+00:00,1.1663000000000001,1.1666,1.1658000000000002,1.1662000000000001,1000
2026-08-05T05:15:00+00:00,1.1662000000000001,1.1674,1.1660000000000001,1.1672,1000
2026-08-05T05:30:00+00:00,1.1672,1.1676,1.1661000000000001,1.1664,1000
2026-08-05T05:45:00+00:00,1.1664,1.167,1.16605,1.1667,1000
2026-08-05T06:00:00+00:00,1.1667,1.167,1.1646,1.1666,1000
2026-08-05T06:15:00+00:00,1.1668,1.167,1.1665,1.1669,1000
2026-08-05T06:30:00+00:00,1.1669,1.1712,1.1668,1.171,1000
2026-08-05T06:45:00+00:00,1.1696,1.1716,1.1694,1.1712,1000
2026-08-05T07:00:00+00:00,1.1712,1.1714,1.1682000000000001,1.1688,1000
2026-08-05T07:15:00+00:00,1.1688,1.1702000000000001,1.1685,1.1700000000000002,1000
2026-08-05T07:30:00+00:00,1.1700000000000002,1.1722000000000001,1.1696,1.1720000000000002,1000
2026-08-05T07:45:00+00:00,1.1720000000000002,1.173,1.1716,1.1724,1000
2026-08-05T08:00:00+00:00,1.1724,1.1726,1.171,1.1714,1000
2026-08-05T08:15:00+00:00,1.1714,1.1718000000000002,1.1704,1.1708,1000
2026-08-05T08:30:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T08:45:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T09:00:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T09:15:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T09:30:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T09:45:00+00:00,1.1708,1.1712,1.1704,1.1708,1000
2026-08-05T10:00:00+00:00,1.181,1.1816,1.1806,1.1814,1000
2026-08-05T10:15:00+00:00,1.1814,1.1832,1.1812,1.183,1000
2026-08-05T10:30:00+00:00,1.183,1.1860000000000002,1.1827,1.1856,1000
2026-08-05T10:45:00+00:00,1.1856,1.1858000000000002,1.1836,1.1840000000000002,1000
2026-08-05T11:00:00+00:00,1.1840000000000002,1.1844000000000001,1.1822000000000001,1.1826,1000
2026-08-05T11:15:00+00:00,1.1826,1.1846,1.1824000000000001,1.1844000000000001,1000
2026-08-05T11:30:00+00:00,1.1844000000000001,1.1846,1.1818000000000002,1.1820000000000002,1000
2026-08-05T11:45:00+00:00,1.1820000000000002,1.1824000000000001,1.1804000000000001,1.1808,1000
2026-08-05T12:00:00+00:00,1.1808,1.1812,1.1800000000000002,1.1803000000000001,1000
2026-08-05T12:15:00+00:00,1.1803000000000001,1.1806,1.1798000000000002,1.1802000000000001,1000
2026-08-05T12:30:00+00:00,1.1802000000000001,1.1814,1.1800000000000002,1.1812,1000
2026-08-05T12:45:00+00:00,1.1812,1.1816,1.1801000000000001,1.1804000000000001,1000
2026-08-05T13:00:00+00:00,1.1804000000000001,1.181,1.18005,1.1807,1000
2026-08-05T13:15:00+00:00,1.1807,1.181,1.1786,1.1806,1000
2026-08-05T13:30:00+00:00,1.1808,1.181,1.1805,1.1809,1000
2026-08-05T13:45:00+00:00,1.1809,1.1852,1.1808,1.185,1000
2026-08-05T14:00:00+00:00,1.1836,1.1856,1.1834,1.1852,1000
2026-08-05T14:15:00+00:00,1.1852,1.1854,1.1822000000000001,1.1828,1000
2026-08-05T14:30:00+00:00,1.1828,1.1842000000000001,1.1825,1.1840000000000002,1000
2026-08-05T14:45:00+00:00,1.1840000000000002,1.1862000000000001,1.1836,1.1860000000000002,1000
2026-08-05T15:00:00+00:00,1.1860000000000002,1.187,1.1856,1.1864000000000001,1000
2026-08-05T15:15:00+00:00,1.1864000000000001,1.1866,1.185,1.1854,1000
2026-08-05T15:30:00+00:00,1.1854,1.1858000000000002,1.1844000000000001,1.1848,1000
2026-08-05T15:45:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
2026-08-05T16:00:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
2026-08-05T16:15:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
2026-08-05T16:30:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
2026-08-05T16:45:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
2026-08-05T17:00:00+00:00,1.1848,1.1852,1.1844000000000001,1.1848,1000
